full_entree,radical,prefixe,suffixe,type,forme,nb_variants,variants,categorie,nb_trads_fr,trads_fr,nb_trads_en,trads_en,nb_ex_fr,ex_fr,nb_ex_en,ex_en,audio,class_info,nb_conjugaisons,conjugaisons,dictionnaire
ɛ̀ɓí:là̀,ɓí:là̀,ɛ̀,,,simple,1,,Verbe,1,sénrouler,0,,1,ɓwàn ɓám ɓí ɓí:là sí <--> mes enfants se sont enroulés au sol,0,,non,non,1,infinitif : ,ŋk̀ùnàbémbé-français
ɓìoɓìòhla,ɓìòh,ɓìo,la,qualificatif,simple,2,ɓìòhla,Adjectif,2,mauvais@@@très mauvais,0,,2,wɔ̀ nɛ́ ɓíóhlá cʉ̀k <--> tu as une très mauvaise vie@@@ɛ̀ ɓìóh wɔ́ <--> tu es mauvais,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɓìzà,ɓìzà,,,DAALIENE,simple,1,,Nom,0,,0,,1,mɔ́kɛ̂ ɓízà <--> cueilles le maïs,0,,non,non,0,,ŋk̀ùnàbémbé-français
mɛ̀ɓɔ́,ɓɔ́,mɛ̀,,,simple,1,,Nom,1,les mains,0,,1,ɗà gìə̀ə̀ ká mɛ̀ɓɔ́ mén <--> venez laver vos mains,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɓɔ̀ɓɔ́g,ɓɔ̀ɓɔ́g,,,,simple,1,,Nom/Adjectif,1,grand,0,,1,dzɔ̀ wám wɛ ɓɔ̀ɓɔ́g <--> ma maison est grande,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɓóg,ɓóg,,,,simple,1,,Nom,1,rein,0,,1,ɓóg yám yɛ̀ ru tɔgɔr <--> mon rein est petit,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɓɔ̀g,ɓɔ̀g,,,,simple,1,,Adjectif,1,gros,0,,1,póóp wám wɛ̀ ru ɓɔ̀g <--> mon molet est gros,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɓɔ̀g,ɓɔ̀g,,,,simple,1,,Adjectif,1,gros,0,,1,póóp wám wɛ̀ ru ɓɔ̀g <--> mon molet est gros,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɓɔ̀g,ɓɔ̀g,,,,simple,1,,Adjectif,1,gros,0,,1,póóp wám wɛ̀ ru ɓɔ̀g <--> mon molet est gros,0,,non,non,0,,ŋk̀ùnàbémbé-français
mɛ̀ɓòò,ɓòò,mɛ̀,,,simple,1,,Nom,1,les genoux,0,,1,mɛ̀ í gnìɛ̀g mɛ́ɓóó <--> je plie les genoux,0,,non,non,0,,ŋk̀ùnàbémbé-français
àɓɔ̀ɔɓɔ́k,ɓɔ̀ɔɓɔ́k,à,,superlatif,simple,1,,Adjectif,1,le plus gros,0,,1,ɲɛ̀ nùwɔɔ̀ kaar á ɓɔ̀ɔ̀ɓɔ́k <--> il a pris le plus gros plantain,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɓɔ̀ɔ̀ɓol,ɓɔ̀ɔ̀ɓol,,,,simple,1,,Nom,1,belle-mère,0,,1,ɓɔ̀ɔ̀ɓol wám <--> ma belle-mère,0,,non,non,0,,ŋk̀ùnàbémbé-français
mɛ̀ɓɔ̀ɔ̄k,ɓɔ̀ɔ̄k,mɛ̀,,,simple,1,,Nom,1,les mâchoires,0,,1,mɛ̀ ɓɔ̀ɔ̀g mám mí ʧɛ̀k <--> mes mâchoires sont fatiguées,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɓùɓù,ɓù,ɓù,,qualificatif,simple,1,,Adjectif,1,beaucoup,0,,2,ɲɛ̀ gí mɛ́ ɓù ɓù <--> il m'a donné beaucoup@@@ɲɛ̀ gí mɛ́ ɓù ɓù <--> il m'a beaucoup donné,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀ɓùààɓ,ɓùààɓ,ɛ̀,,,simple,1,,Verbe,1,aller en mariage,0,,1,ɲí ɓùààɓ <--> elle est allée en mariage,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀ɓúk,ɓúk,ɛ̀,,,simple,1,,Verbe,1,casser,0,,1,ḿɓō wámwi ɓúk <--> mon bras s'est cassé,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɓúlá,ɓúlá,,,conjugué,simple,1,,Verbe,2,quitte@@@quittez,0,,2,ɓúlá: pìā: <--> quitte là-bas@@@ɓúlágá pìā: <--> quittez là-bas,0,,non,non,2,impératif présent : ɓúlá@@@impératif présent : ɓúláká,ŋk̀ùnàbémbé-français
ɓùɔ̀gɛ́l,ɓùɔ̀gɛ́l,,,,simple,1,,Nom,1,meule,0,,1,gí mɛ́ ɓùɔ̀gɛ́l <--> donne-moi la meule,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɓùwò,ɓùwò,,,,simple,1,,Nom,1,cheuveu,0,,1,ɓí pīer mɛ ɓùwò <--> on m'a tressé les cheuveu,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɓùwɔ̀g,ɓùwɔ̀g,,,,simple,1,,Nom,1,mortier,0,,1,gí mɛ́ ɓùwɔ̀g <--> donne-moi le mortier,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛbwal,bwal,ɛ,,,simple,1,,Verbe,2,danser@@@je suis entrain de dancer,0,,2,wɔ̀ɔ̀ i bwàl màkósà <--> tu es entrain de danser le makossa@@@ŋɛ̀ í bwal ʑɔ̀ɔ̀ <--> il est entrain de danser la danse,0,,non,non,1,present : mɛ̀ í bwàl,ŋk̀ùnàbémbé-français
ɛ̀bwàl,bwàl,ɛ̀,,,simple,1,,Verbe,1,danser,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɓìɓwas,ɓwas,ɓì,,,simple,1,,Nom,3,les terres@@@la terre@@@le sol,0,,2,ɓés bɛ̀ í ɗùma í ɓìɓwàs <--> nous sommes tombés au sol@@@ɓés bɛ̀ í ɗùma í ɓìɓwàs <--> nous sommes tombés à terre,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗà,ɗà,,,,simple,1,,Verbe,2,viens@@@venez,0,,2,ɗà wá <--> viens ici@@@ɗàgá wá <--> venez ici,0,,non,non,2,imperatif present : ɗà@@@impératif présent : ɗàgá,ŋk̀ùnàbémbé-français
ɗà,ɗà,,,,simple,1,,Nom,1,petit-fils,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗàg,ɗàg,,,,simple,1,,Nom,1,la bouteille,0,,1,gí mɛ̀ ɗàg <--> donne moi la bouteille,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗʉ́:ʧè,ɗʉ́:ʧè,,,,simple,1,,Nom,1,aval,0,,1,mɛ̀ ɗʉ́: mɛ́ ɗùmà ɓɛ́ ɗʉ́:ʧè <--> l'eau tombe à l'aval,0,,non,non,0,,ŋk̀ùnàbémbé-français
dɛ́,dɛ́,,,,simple,1,,Verbe,1,manges,0,,1,ɗɛ́ wòn. <--> manges les arrachides,0,,non,non,1,impératif présent : ɗɛ́,ŋk̀ùnàbémbé-français
ɛ̀ɗɛ̀,ɗɛ̀,ɛ̀,,nk,simple,1,,Verbe,1,manger,0,,1,mɛ̀ ǐ ɗɛ̀ <--> je suis entrain de manger,0,,non,non,1,present-ind : ɗɛ̀,ŋk̀ùnàbémbé-français
ɗééɓ,ɗééɓ,,,,simple,1,,Adjectif,1,petit-frère,0,,1,ɗééɓ ɓám <--> mon petit frère,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗɛ́ǵɑ́,ɗɛ́ǵɑ́,,,,simple,1,,Verbe,1,mangez,0,,1,ɗɛ́gá ɓìzà <--> mangez le maïs,0,,non,non,1,impératif présent : ɗɛ́gá,ŋk̀ùnàbémbé-français
ɗɛ̀l,ɗɛ̀l,,,nk,simple,1,,Nom,1,village,0,,1,mɔ̀ mú tɔ́ bɛ̀ ɗɛ́l <--> je m'envais au village,0,,non,non,0,,ŋk̀ùnàbémbé-français
dɛs,dɛs,,,,simple,1,,Nom,1,menton,0,,1,dɛs lam lɛ̀ ru fóp <--> mon menton est propre,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀ɗí,ɗí,ɛ̀,,,simple,1,,Nom,1,demander,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
dís,dís,,,,simple,1,,Nom,1,oeil,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀ɗìsí,ɗìsí,ɛ̀,,,simple,1,,Verbe,1,sássoire,0,,1,ɲì ɗìsí <--> elle est assise,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗʉ́:kó,ɗʉ́:kó,,,,simple,1,,Nom,1,l' amont,0,,1,mɛ̀ɗʉ: mɛ́ ɗʉ̌s ɓɛ́ ɗʉ́:kó <--> l'eau vient de l'amont,0,,non,non,0,,ŋk̀ùnàbémbé-français
dò,dò,,,,simple,1,,Nom,1,cuisse,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
dó,dó,,,,simple,1,,Nom,1,nez,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
mɛ̀ɗò,ɗò,mɛ̀,,,simple,1,,Nom,1,les cuisses,0,,1,mɛ̀ ɗò mám mɛ́ rú nɔ́mɔ̀ɔ̀ <--> mes cuisses sont belles,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗô,ɗô,,,,simple,1,,Nom,1,le nombril,0,,1,bí ʧágɛ̀l mɛ́ ɗô <--> on a coupé mon nombril,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗɔ̀:ɓ,ɗɔ̀:ɓ,,,,simple,1,,Nom,1,la guerre,0,,1,ɓòr ɓɛ́ í ɓú ɗzə́ í ɗɔ̀:ɓ <--> les gens meurent beaucoup dans la guerre,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗʉ́ɗʉ́r,ɗʉ́r,ɗʉ́,,qualificatif,simple,1,,Adjectif,1,noir,0,,1,mɛ̀ nɛ̀ kàr à ɗʉ́ ɗʉ́r <--> j'ai un habit noir,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗúáɗà,ɗúáɗà,,,,simple,1,,Nom,1,le piment,0,,1,ɲɛ̀ í síí ɗúáɗà <--> elle écrase le piment,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗùɗùmà,ɗùɗùmà,,,,simple,1,,Adjectif,1,beaucoup,0,,1,ƴɛ̀ ɓɛ́nɛ̀ ɗùɗùmà ɓór <--> il y avait beaucoup de gens,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀dùm,dùm,ɛ̀,,,simple,1,,Verbe,2,faire tomber@@@piler,0,,2,mɛ̀ í dùm kàmɛ̀kúmà <--> je suis entrain de piler les feuilles de manioc@@@wàà dùm mɛ́ və̀k sì <--> ne fait pas tomber mon sac au sol,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗùmɛ̀nɛ̀,ɗùmɛ̀nɛ̀,,,lieu,simple,1,,Adverbe,1,à coté de,0,,1,ɲɛ̀ ɛ̌ ɗíɗìl ɗùmɛ̀nɛ̀ nàm <--> il est assis à coté de moi,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗùmùr,ɗùmùr,,,,simple,1,,Nom,1,le pilon,0,,1,gí mɛ́ ɗùmùr <--> donne moi le pilon,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗƴɛ̀k,ɗƴɛ̀k,,,,simple,1,,Nom,1,l' argile,0,,1,ɓés nî pú ɗƴɛ́k kòkó <--> nous avons creusé l'argile hier,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀dzà,dzà,ɛ̀,,,simple,1,,Verbe,1,mourir,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
dziér,dziér,,,,simple,1,,Adjectif,1,cent,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
dzìér nɛ̀ ŋgwár,dzìér nɛ̀ ŋgwár,,,,simple,1,,Adjectif,1,cent-un,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
dzìn,dzìn,,,,simple,1,,Nom,1,le doigt,0,,1,dzìn yám yɛ̀ í ɓúk <--> mon doigt s'est cassé,0,,non,non,0,,ŋk̀ùnàbémbé-français
dzɔɔ,dzɔɔ,,,,simple,1,,Nom,1,maison,0,,1,dzɔɔ wám wɛ̀ tɔgɔrtɔgɔr <--> ma maison est petite,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɗzùù,ɗzùù,,,,simple,1,,Nom,1,mouche-maçonne/guêpe-maçonne,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
dzƴ̄dzƴ̄r,dzƴ̄dzƴ̄r,,,,simple,1,,Adjectif,1,noir,0,,1,mɛ̀ nɛ̀̀ ŋgòp á dzƴ̄dzȳr <--> j' ai la chaussure noire,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀ ɓààr,ɛ̀ ɓààr,,,,simple,1,,Nom,1,le gésier,0,,1,mí nùwɔ̀ ɛ́ɓààr ɛ̀ kūū <--> j'ai pris le gésier de la poule,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀bák,ɛ̀bák,,,,simple,1,,Nom,1,le couteau,0,,1,gí mɛ́ ɛ̀bák <--> donne-moi le couteau,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀ɓɛ́,ɛ̀ɓɛ́,,,,simple,1,,Nom,1,la porte,0,,1,ɓƴ̂:la ɛ̀ɓɛ́ <--> ferme la porte,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛɓóó,ɛɓóó,,,,simple,1,,Nom,1,le genou,0,,1,ɛɓóó lam lɛ̀ í pwà <--> mon genou fait mal,0,,non,non,0,,ŋk̀ùnàbémbé-français
ʑɛ̀:ɓ sɔ́ɔ́g,ʑɛ̀:ɓ sɔ́ɔ́g,,,,simple,1,,Nom,1,dieu le père,0,,1,ʑɛ̀:ɓ sɔ́ɔ́g ɲɛ̀ ru mɓìɛ́ <--> dieu le père est bon,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀ ɓwó,ɛ̀ ɓwó,,,,simple,1,,Verbe,1,abois,0,,1,ɓìé ɲí ɓwó <--> le chien abois,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀kɛ́l,ɛ̀kɛ́l,,,,simple,1,,Nom,1,parole,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀kœ́ʑ,ɛ̀kœ́ʑ,,,,simple,1,,Nom,1,la paume,0,,1,ɛ̀kœ́ʑ ɛ̀ mbɔ́ wám lɛ́ rú ɓòg <--> la paume de ma main est grande,0,,non,non,0,,ŋk̀ùnàbémbé-français
ʑə̀l,ʑə̀l,,,,simple,1,,Nom,1,la barbe,0,,1,gnìɒ̀ɒ̀ ʧìyɛ̀ ʑə̀l <--> il n'a pas raser la barbe,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀mɓìɛ́,ɛ̀mɓìɛ́,,,,simple,1,,Adjectif,1,bon,0,,1,ɛ̀mɓìɛ́ wòn <--> l'arachide est bon,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀múk,ɛ̀múk,,,,simple,1,,Nom,1,joue,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀ŋɔ́:ɓól,ɛ̀ŋɔ́:ɓól,,,,simple,1,,Verbe,1,l'éssel,0,,1,ɛ̀ŋɔ́:ɓól lɔ́ lɛ́ wo? <--> où est ton éssel,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀nìg,ɛ̀nìg,,,,simple,1,,Nom,1,l'angle,0,,1,gnɛ̀ kɒ̀ ɔ́gōp í ɛ̀nìg ɛ́ ʤɔ̀ɔ̀ <--> il a posé les chaussures à l'angle de la maison,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɲɛ́s,ɲɛ́s,,,,simple,1,,Adjectif,1,tout,0,,1,mòr ɲɛ́s ɲɛ̀ ɛ̌ mɓé <--> tout Homme est laid,0,,non,non,0,,ŋk̀ùnàbémbé-français
mɛ̀s,ɛ̀s,m,,,simple,1,,Nom,1,les mentons,0,,1,ɛ̀ fùóp mɛ́s mén <--> propres sont vos mentons,0,,non,non,0,,ŋk̀ùnàbémbé-français
mɛ̀s,ɛ̀s,m,,,simple,1,,Nom,1,les mentons,0,,1,ɛ̀ fùóp mɛ́s mén <--> propres sont vos mentons,0,,non,non,0,,ŋk̀ùnàbémbé-français
mɛ̀s,ɛ̀s,m,,,simple,1,,Nom,1,les mentons,0,,1,ɛ̀ fùóp mɛ́s mén <--> propres sont vos mentons,0,,non,non,0,,ŋk̀ùnàbémbé-français
fofóp,fofóp,,,,simple,1,,Adjectif,1,propre,0,,1,dɛs lam lɛ̀ fofóp <--> mon menton est propre,0,,non,non,0,,ŋk̀ùnàbémbé-français
fóp,fóp,,,,simple,1,,Adjectif,1,propre,0,,1,dɛs lam lɛ̀ ru fóp <--> mon menton est propre,0,,non,non,0,,ŋk̀ùnàbémbé-français
mɛ̀ʑʋ̀g,ʑʋ̀g,mɛ̀,,,simple,1,,Nom,1,les fesses,0,,1,ɔ̀ gnìɔ̀ɔ̀g ɔ̀ ɓwán ɓɛ̀ í nùɓɛ̀l mɛ̀ʑʋ̀g mɛ̀ ɓwán ɓɔ́ɔ́ <--> les meres d'enfants hument les fesses de leurs enfants,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀gɛ̌,gɛ̌,ɛ̀,,,simple,1,,Verbe,1,porter,0,,0,,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀gɛ̄ɛ̄,gɛ̄ɛ̄,ɛ̀,,,simple,1,,Verbe,1,porter,0,,1,gní sí gɛ̄ɛ̄ mwá́n <--> il a deja porté l'enfant,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀gí,gí,ɛ̀,,,simple,1,,Verbe,1,donner,0,,1,gí mɛ́ pān <--> donne-moi l'assiette,0,,non,non,0,,ŋk̀ùnàbémbé-français
ɛ̀gíánà,gíánà,ɛ̀,,,simple,1,,Verbe,1,payer,0,,1,wá gíànà bí sɛ̄ɛ̄ ɓíám <--> tu paieras mes travaux,0,,non,non,1,infinitif : ,ŋk̀ùnàbémbé-français
gíká,gíká,,,DAALIEN,simple,1,,Verbe,1,donnez,0,,1,gíká mɛ̀ <--> donnez-moi,0,,non,non,1,impératif présent : gíká,ŋk̀ùnàbémbé-français
ɛ̀gìò,gìò,ɛ̀,,,simple,1,,Verbe,1,grimper,0,,1,ɲí gìò kó lé <--> il a grimpé sur l'arbre,0,,non,non,0,,ŋk̀ùnàbémbé-français
a,a,,,YN,simple,1,,Adverbe,1,seulement,0,,0,,0,,oui,non,0,,yemba-français
a,a,,,YN,simple,1,,Pronom,2,il@@@elle,0,,0,,0,,oui,non,0,,yemba-français
a,a,,,YN,simple,1,,Interjection,1,expression de protestation ou de défi,0,,0,,0,,oui,non,0,,yemba-français
á,á,,,YN,simple,1,,Préposition,6,à@@@au@@@à la@@@sous@@@sur@@@dans,0,,0,,0,,non,non,0,,yemba-français
á,á,,,YN,simple,1,,Pronom,3,lui@@@il@@@elle,0,,0,,0,,non,non,0,,yemba-français
á,á,,,BAM,simple,1,,Pronom,1,2PL,0,,0,,0,,non,non,0,,yemba-français
alá klu,alá klu,,,YN,composé,1,,Nom,1,plante du pied,0,,0,,0,,oui,oui,0,,yemba-français
alá pū,alá pū,,,YN,composé,1,,Nom,1,paume de la main,0,,0,,0,,oui,oui,0,,yemba-français
malēm,alēm,m,,YS,simple,2,mɛ́lēm,Nom,1,sorte d’épice,0,,0,,0,,non,oui,0,,yemba-français
malɛ̄ŋge,alɛ̄ŋge,m,,YN,simple,1,,Nom,1,balafon avec neuf tons,0,,0,,0,,oui,oui,0,,yemba-français
alísa,alísa,,,YN,simple,2,alēsa,Nom,1,lame de rasoir emprunté de l’anglais: razor,0,,0,,0,,non,oui,0,,yemba-français
alísa,alísa,,,YN,simple,2,alēsa,Nom,1,lame de rasoir emprunté de l’anglais: razor,0,,0,,0,,oui,oui,0,,yemba-français
amɛt,amɛt,,,YN,simple,2,amat,Nom,2,boubou@@@ganndoura,0,,0,,0,,oui,oui,0,,yemba-français
ami,ami,,,YN,simple,2,ammɛ,Nom,2,gorge@@@cou d’animal,0,,0,,0,,oui,oui,0,,yemba-français
ami,ami,,,YN,simple,2,ammɛ,Nom,2,gorge@@@cou d’animal,0,,0,,0,,oui,oui,0,,yemba-français
mandə́’,andə́’,m,,YS,simple,2,mendʉɔ́’,Nom,2,espèce d’oiseau@@@toupie,0,,0,,0,,non,oui,0,,yemba-français
andiŋa,andiŋa,,,YS,simple,2,ŋgiŋɛ,Nom,1,singe roux,0,,0,,0,,oui,oui,0,,yemba-français
andʉ̄ɔ̄,andʉ̄ɔ̄,,,YN,simple,2,ndɔ,Nom,1,chauve-souris,0,,0,,0,,non,oui,0,,yemba-français
ŋáŋa,áŋa,ŋ,,YN,simple,1,,Nom,2,cloche@@@sonnerie,0,,0,,0,,non,oui,0,,yemba-français
maŋgáńjʉ’,aŋgáńjʉ’,m,,YN,simple,1,,Nom,1,ancêtre,0,,0,,0,,non,oui,0,,yemba-français
ŋaŋkandiŋa,aŋkandiŋa,ŋ,,YS,simple,2,ŋkɛŋgiŋɛ,Nom,1,banane,0,,0,,0,,non,oui,0,,yemba-français
mannɛ,annɛ,m,,YS,simple,2,meŋi,Nom,1,mère des jumeaux,0,,0,,0,,non,oui,0,,yemba-français
anta,anta,,,YN,simple,2,kʉtshɛ,Nom,1,grillon,0,,0,,0,,non,oui,0,,yemba-français
asaŋgia,asaŋgia,,,YN,simple,1,,Nom,1,variété de champignon,0,,0,,0,,non,oui,0,,yemba-français
asɛnza,asɛnza,,,YN,simple,1,,Nom,1,pagne,0,,0,,0,,non,oui,0,,yemba-français
ashuŋne,ashuŋ,,ne,YN,simple,2,asoŋli,Nom,2,parole@@@langue parlée,0,,0,,0,,non,oui,0,,yemba-français
asiilíi,asiilíi,,,YS,simple,2,asiinɛ́,Adjectif,1,glissant,0,,0,,0,,non,non,0,,yemba-français
asiinɛ́,asiinɛ́,,,YN,simple,2,asiilíi,Adjectif,1,glissant,0,,0,,0,,non,non,0,,yemba-français
asɔba,asɔba,,,YS,simple,2,asɔpɔ,Nom,1,fils ainé dans une grande famille,0,,0,,0,,non,oui,0,,yemba-français
astok,astok,,,YS,simple,2,asitɔ́ɔk,Nom,1,chaussette,0,,0,,0,,non,oui,0,,yemba-français
aswɛnɛ́,aswɛnɛ́,,,YN,simple,2,afyɛlíi,Adjectif,2,étroit@@@serré,0,,0,,0,,non,non,0,,yemba-français
aswhɛli livem,aswhɛli livem,,,YS,composé,2,eswiŋlevem,Nom,1,sorte de diarrhée infantile,0,,0,,0,,non,oui,0,,yemba-français
atʉ́é,atʉ́é,,,YS,simple,2,háŋyaŋ,Nom,1,fer à repasser emprunté de l’anglais: iron,0,,0,,0,,non,oui,0,,yemba-français
atʉɛ́,atʉɛ́,,,YN,simple,2,atʉee,Adjectif,2,dur@@@rigide,0,,0,,0,,non,non,0,,yemba-français
atʉee,atʉee,,,YS,simple,2,atʉɛ,Adjectif,2,dur@@@rigide,0,,0,,0,,non,non,0,,yemba-français
ateŋnɛ́,ateŋnɛ́,,,YN,simple,2,ateŋlíi,Adjectif,2,incliné@@@tordu,0,,0,,0,,non,non,0,,yemba-français
matlási,atlási,m,,YS,simple,2,mɛtlási,Nom,1,matelas Emprunté de l’anglais: mattress,0,,0,,0,,non,oui,0,,yemba-français
matsa’cukwɛt,atsa’cukwɛt,m,,YN,simple,2,mɛtsa’ cúkwɛt,Nom,1,moineau,0,,0,,0,,non,oui,0,,yemba-français
atsagla,atsagla,,,YS,simple,2,sáap,Nom,1,lime,0,,0,,0,,non,oui,0,,yemba-français
atsá-mézeŋɛ,atsá-mézeŋɛ,,,YN,composé,1,,Nom,2,miséricorde@@@pitié,0,,0,,0,,non,oui,0,,yemba-français
atséké lésɔŋ,atséké lésɔŋ,,,YN,composé,1,,Nom,1,gencive,0,,0,,0,,non,oui,0,,yemba-français
atsemte,atsemte,,,YN,simple,1,,Nom,1,mélange,0,,0,,0,,non,oui,0,,yemba-français
atseŋɛ khu,atseŋɛ khu,,,YN,composé,1,,Nom,1,talon,0,,0,,0,,non,oui,0,,yemba-français
atseŋɛ ŋ́gyá,atseŋɛ ŋ́gyá,,,YN,composé,1,,Nom,2,famille@@@fondation,0,,0,,0,,non,oui,0,,yemba-français
atseŋɛ pū́,atseŋɛ pū́,,,YN,composé,1,,Nom,1,coude,0,,0,,0,,non,oui,0,,yemba-français
atsetsá,atsetsá,,,YN,simple,2,tsitsá,Interjection,1,promesse de vengeance,0,,0,,0,,non,non,0,,yemba-français
azeŋ-ntɔŋ,azeŋ-ntɔŋ,,,YS,composé,2,sɛtntɔ̄ŋ,Nom,1,meningite,0,,0,,0,,non,oui,0,,yemba-français
mbʉ’,bʉ’,m,,YN,simple,1,,Nom,2,force@@@puissance,0,,0,,0,,non,oui,0,,yemba-français
mba,ba,m,,YN,simple,1,,Nom,2,concession@@@habitation,0,,0,,0,,non,oui,0,,yemba-français
mba’,ba’,m,,YN,simple,1,,Nom,1,brousse,0,,0,,0,,non,oui,0,,yemba-français
mba’,ba’,m,,YN,simple,1,,Nom,1,brousse,0,,0,,0,,non,oui,0,,yemba-français
mba’,ba’,m,,YN,simple,1,,Nom,1,brousse,0,,0,,0,,non,oui,0,,yemba-français
mbákne,bák,m,ne,YN,simple,1,,Nom,2,inutilité@@@superu,0,,0,,0,,non,oui,0,,yemba-français
lebaka,baka,le,,YN,simple,2,licu'o,Verbe,1,"entasser, accumuler",0,,0,,0,,non,non,4,2-forme_infinitif : ḿbáká@@@impératif : báká@@@2-forme_infinitif : ncú’ó@@@impératif : cú’o,yemba-français
mbalɔ́ɔk,balɔ́ɔk,m,,YN,simple,1,,Nom,1,malchance,0,,0,,0,,non,oui,0,,yemba-français
mbaŋ,baŋ,m,,YN,simple,1,,Nom,1,clou,0,,0,,0,,non,oui,0,,yemba-français
mbaŋ,baŋ,m,,YN,simple,1,,Nom,3,noyau@@@grain@@@rein,0,,0,,0,,non,oui,0,,yemba-français
mbaŋa ntwɛ̄t,baŋa ntwɛ̄t,m,,YN,composé,1,,Nom,1,sorte de chenille brulante,0,,0,,0,,non,oui,0,,yemba-français
mbaŋne paŋnéli,baŋne paŋné,m,li,YN,simple,2,mbaŋli paŋli,Nom,1,croix,0,,0,,0,,non,oui,0,,yemba-français
mba-nnɛ́,ba-nnɛ́,m,,YS,simple,2,mbā,Nom,1,foureau,0,,0,,0,,non,oui,0,,yemba-français
mbap,bap,m,,YN,simple,1,,Nom,2,viande@@@chair,0,,0,,0,,non,oui,0,,yemba-français
mbapt'akwé,bapt'akwé,m,,YS,simple,2,mbaptɛkwɛ,Nom,2,viande sans os@@@sorte de plante (ʉricalysia),0,,0,,0,,oui,oui,0,,yemba-français
mbaptɛkwɛ́,baptɛkwɛ́,m,,YN,simple,2,mbapt'akwé,Nom,2,viande sans os@@@sorte de plante (ʉricalysia),0,,0,,0,,non,oui,0,,yemba-français
mbásíku,básíku,m,,YN,simple,2,mbasku,Nom,1,vélo,0,,0,,0,,non,oui,0,,yemba-français
mbasku,basku,m,,YS,simple,2,mbásíku,Nom,1,vélo Emprunté de l'anglais: bicycle,0,,0,,0,,non,oui,0,,yemba-français
lebāt,bāt,le,,YN,simple,1,,Verbe,2,etre méchant@@@etre sévère,0,,0,,0,,non,non,2,2-forme_infinitif : ḿbát@@@impératif : bátá,yemba-français
mbaya,baya,m,,YS,simple,2,mbɛya,Nom,1,danse acrobatique,0,,0,,0,,non,oui,0,,yemba-français
mbe,be,m,,YN,simple,2,mbə,Nom,2,corps@@@tronc,0,,0,,0,,non,oui,0,,yemba-français
